

Pengo,"Mark R. Hahn (programmer), Andrew Fuchs (sound), Jeff Gusman (sound), Courtney Granner (unknown)",Atari,1984
Pepsi Invaders,Christopher Omarzu,Atari,1983,Action,A special version of Space Invaders commissioned by Coca-Cola.
,vazio
Pesco,Vazio,Vazio,Eric Bacher,1999,Action,

Pete Rose Baseball,Vazio,Vazio,Imagineering,1988,Sports,

Phantom Tank,Vazio,Vazio,Bit Corporation,PAL release
,vazio,vazio
Phantom-Panzer,Vazio,Vazio,Quelle,Action,Quelle's PAL release of Bit Corporation's Phantom Tank
,vazio
Phaser Patrol (cassette),Vazio,Vazio,Starpath,1982,Action,

Philly Flasher,Vazio,Vazio,"Mystique,Mystique,1982,"Adult
Phoenix,Mike Feinstein and John Mracek,Atari,1983,Action,Licensed by Amstar Electronics.
,vazio
Pick 'n Pile,Vazio,Vazio,Ubisoft,1990,Strategy,PAL-only

Pick Up,Vazio,Vazio,20th Century Fox,2002,Shooter,"Finished
Picnic,Vazio,Vazio,Western Technologies,1983,Action,

Piece o' Cake,Vazio,Vazio,Western Technologies,1983,Action,

Pigs in Space,"Rob Zdybel (programmer), John Russell (programmer), Bill Aspromonte (programmer), Michael Sierchio (designer)",Atari,1983
Pinball,Vazio,Vazio,Zellers,unlicensed reproduction of Video Pinball
,vazio,vazio
Piraten-Schiff,Vazio,Vazio,Spectravision,vazio,vazio,vazio
Pitfall II: Lost Caverns,Vazio,Vazio,Activision (David Crane),1984,Action,

Pitfall!,Vazio,Vazio,Activision (David Crane),1982,Action,

Planet Patrol,Vazio,Vazio,Spectravision,1983,Action,

Planeten Patrouile,Vazio,Vazio,Spectravision,vazio,vazio,vazio
Plaque Attack,Vazio,Vazio,Activision,1983,Action,

Polaris,Vazio,Vazio,Tigervision,1982,Action,licensed by Taito

Pole Position,Doug Macrae and John Allred,Atari,1983,Racing / Driving,Licensed by Namco
,vazio
Pooyan,Vazio,Vazio,Konami,1983,Action,PAL version released by Gakken.

Popeye,Vazio,Vazio,Parker Brothers,1983,Action,licensed by Nintendo

Porky's,Vazio,Vazio,"Dunhill Electronic Media,20th Century Fox,1983,Adventure
Pressure Cooker,Vazio,Vazio,Activision,1983,Action,

Pressure Gauge,Vazio,Vazio,John K. Harvey,1999,Action/Puzzle,

Princess Rescue,Vazio,Vazio,Chris Spry,2013,Action,Clone of Super Mario Bros.

Private Eye,Vazio,Vazio,Activision (Bob Whitehead),1983,Action,

Pyramid War,Vazio,Vazio,S.S.,PAL release
,vazio,vazio
Q*bert,Vazio,Vazio,James Wickstead Design Associates,1983,Action,Reissued by Atari in 1988 (CX-26150)

Q*bert's Qubes,Vazio,Vazio,Mylstar Electronics,1984,Action,

Qb,Vazio,Vazio,Andrew Davie,2001,Action/Puzzle,

Quadrun,Steve Woita,Atari,1983,Action,Mail-order exclusive through Atari Club.
,vazio
Quest for Quintana Roo,Vazio,Vazio,VSS,1983,"Action, Adventure"
Quick Step,Vazio,Vazio,Imagic,1983,Action,

Rabbit Transit (cassette),Vazio,Vazio,Starpath,1983,Action,

Racquetball,Vazio,Vazio,Apollo,1981,"Action, Sports"
Radar,Vazio,Vazio,Zellers,unlicensed reproduction of Cruise Missile
,vazio,vazio
Radar Lock,Doug Neubauer,Atari,1989,Action,
,vazio
Raft Rider,Vazio,Vazio,Western Technologies,1983,Action,

Raiders of the Lost Ark,Howard Scott Warshaw,Atari,1982,Adventure,
,vazio
Ram It,Vazio,Vazio,Telesys,1983,Action,

Rampage,Vazio,Vazio,Bob Polaro,1989,Action,licensed by Bally Midway.

Reactor,Vazio,Vazio,D. Gottlieb & Co.,1982,Action,

RealSports Baseball,Joseph Tung,Atari,1982,"Action, Sports",

RealSports Boxing,Alex DeMeo,Atari,1987,"Action, Sports",

RealSports Football,Robert Zdybel,Atari,1982,Sports,
,vazio
RealSports Soccer,Michael Sierchio,Atari,1983,Sports,
,vazio
RealSports Tennis,Atari,1983,Sports,
,vazio,vazio
RealSports Volleyball,"Bob Polaro (programmer), Alan Murphy (graphics)",Atari,1982,Sports,

Red Sea Crossing,Vazio,Vazio,Steve Schustack,1983,Only available through mail order from a magazine. 100 copies were apparently produced but only 2 have been found.
,vazio
Rescue Terra 1,Vazio,Vazio,VentureVision,1982,Action,

Revenge of the Beefsteak Tomatoes,Vazio,Vazio,20th Century Fox,1983,Action,

Riddle of the Sphinx,Vazio,Vazio,Imagic (Bob Smith),1982,"Action, Adventure"
River Patrol,Vazio,Vazio,Orca Corporation,1984,Action,

River Raid,Vazio,Vazio,Activision (Carol Shaw),1982,Action,

River Raid II,Vazio,Vazio,Imagineering,1988,Action,

Road Runner,Bob Polaro,Atari,1989,"Action, Racing / Driving",

Robin Hood,Vazio,Vazio,Xonox,1983,Action,

Robin Hood/Sir Lancelot - The Joust,Vazio,Vazio,"Computer Magic,Xonox,1983,Action
Robot Commando Raid,Vazio,Vazio,VidTec,
,vazio,vazio
Robot Tank,Vazio,Vazio,Activision (Alan Miller),1983,Action,

Roc'n Rope,Vazio,Vazio,Coleco,1984,Action,licensed by Konami

Room of Doom,Vazio,Vazio,CommaVid,1982,Action,

Rubik's Cube,Atari,1983,Strategy,Re-release of Atari Video Cube
,vazio,vazio
SWOOPS!,Vazio,Vazio,Thomas Jentzsch,2005,Action,

Save Our Ship,Vazio,Vazio,Technovision,PAL release
,vazio,vazio
Scramble,Vazio,Vazio,John W. Champeau (Champ Games),2016,Action,Clone of arcade game of the same name.

Scuba Diver,Vazio,Vazio,Panda,
,vazio,vazio
Sea Hawk,Vazio,Vazio,Froggo,1988,Action,

Sea Hunt,Vazio,Vazio,Froggo,1987,Action,Froggo's release of Panda's Scuba Diver

Seahawk,Vazio,Vazio,Sancho (Tang's Electronic Co.),Action,
,vazio
Seamonster,Vazio,Vazio,Puzzy / Bit Corporation,Action,
,vazio
Seaquest,Vazio,Vazio,Activision,1983,Action,

Seawolf,Vazio,Vazio,Manuel Rotschkar,2004,Action,

Secret Quest,"Steve DeFrisco (programmer), Nolan Bushnell (designer)",Atari,1989,Adventure,Developed by Axlon.

Sentinel,David Lubar (programmer),Atari,1990,Action,
,vazio
Shark Attack,Vazio,Vazio,Apollo,"A re-release of Lochjaw, which has subtle differences"
,vazio
Shield Shifter,Vazio,Vazio,John Reder,2009,
,vazio
Shootin' Gallery,Vazio,Vazio,Imagic,1983,Action,

Shuttle Orbiter,Vazio,Vazio,Avalon Hill,1983,"Action, Simulation"
Sir Lancelot,Vazio,Vazio,Xonox,1983,Action,

Skate Boardin': A Radical Adventure,Vazio,Vazio,Imagineering,1987,"Action, Sports"
Skeet Shoot,Vazio,Vazio,Apollo,1981,Action,

Skeleton+,Vazio,Vazio,Eric Ball,2003,First-person shooter,Included in the Activision Anthology

Skiing,Vazio,Vazio,Activision (Bob Whitehead),1980,Sports,

Sky Diver,Jim Huether,Atari,1979,Action,
,vazio
Sky Jinks,Vazio,Vazio,Activision (Bob Whitehead),1982,Racing / Driving,

Sky Skipper,Vazio,Vazio,Parker Brothers,1983,Action,

Slot Machine,David Crane,Atari,1979,Simulation,
,vazio
Slot Racers,Warren Robinett,Atari,1978,Action,
,vazio
Smurf: Rescue in Gargamel's Castle,Vazio,Vazio,James Wickstead Design Associates,1982,Action,

Snail Against Squirrel,Vazio,Vazio,Bit Corporation,Action,PAL release. Released in NTSC format as Squirrel
,vazio
Snappy,Vazio,Vazio,Sebastian Mihai,2012,Action,

Sneak 'N Peek,Vazio,Vazio,James Wickstead Design Associates,1982,Simulation,

Snoopy and the Red Baron,"Richard Dobbis (programmer), Sam Comstock (graphics)",Atari,1983,Action,

Solar Fox,Vazio,Vazio,CBS Electronics,1983,Action,licensed by Bally Midway

Solar Storm,Vazio,Vazio,Imagic,1983,Action,

Solaris,Doug Neubauer,Atari,1986,Action,Originally released by mail-order through Atari Club.
,vazio
Sorcerer,Vazio,Vazio,Mythicon,1983,Action,

Sorcerer's Apprentice,Peter C. Niday,Atari,1983,Action,
,vazio
Sound X,Vazio,Vazio,Ed Federmeyer,1994,Music,

Space Adventure,Vazio,Vazio,Zellers,Zellers' release of 20th Century Fox's Flash Gordon
,vazio,vazio
Space Attack,Vazio,Vazio,APh Technological Consulting,1982,Action,

Space Canyon,Vazio,Vazio,Apollo,1983,Action,Panda's release of Apollo's Space Cavern

Space Cavern,Vazio,Vazio,Apollo,1982,Action,

Space Game,Vazio,Vazio,"Karl Garrison,AtariAge,2018,Action
Space Grid,Vazio,Vazio,Action Hi-Tech,vazio,vazio,vazio
Space Instigators,Vazio,Vazio,Christopher Tumber,2002,Action,

Space Invaders,Rick Maurer,Atari,1980,Action,Licensed by Taito
,vazio
Space Jockey,Vazio,Vazio,James Wickstead Design Associates,1982,Action,

Space Rocks,Vazio,Vazio,"Darrell Spice,AtariAge,2013,Action
Space Shuttle: A Journey into Space,Vazio,Vazio,Activision,1983,Simulation,

Space Treat Deluxe,Vazio,Vazio,Fabrizio Zavagli,2003,Action,Included in the Activision Anthology

Space War,Ian Shepard,Atari,1978,Action,
,vazio
Spacechase,Vazio,Vazio,Apollo,1981,Action,

Spacemaster X-7,Vazio,Vazio,Sirius Software,1983,"Action, Strategy"
Spider Fighter,Vazio,Vazio,Activision,1982,Action,

Spider Maze,Vazio,Vazio,K-Tel Vision,K-Tel Vision's NTSC release of Funvision's Inca Gold
,vazio,vazio
Spider-Man,Vazio,Vazio,Parker Brothers,1982,Action,

Spiderdroid,Vazio,Vazio,Froggo,1987,Action,Froggo's release of Parker Brothers' Amidar

Spike's Peak,Vazio,Vazio,Xonox,1983,Action,

Spitfire Attack,Vazio,Vazio,Milton Bradley,1983,Action,

Springer,Vazio,Vazio,Orca Corporation,1983,Action,

Sprint Master,Bob Polaro,Atari,1988,"Action, Racing / Driving",

Spy Hunter,Vazio,Vazio,Sega,1984,"Action, Racing / Driving"
Squeeze Box,Vazio,Vazio,James Wickstead Design Associates,1982,Action,

Squish 'Em,Vazio,Vazio,Bob Montgomery,2007,Action,Clone of Atari 8-bit family game of the same name.

Sssnake,Vazio,Vazio,Data Age,1982,Action,

Stampede,Vazio,Vazio,Activision (Bob Whitehead),1981,Action,

Star Fire,Vazio,Vazio,"Manuel Rotschkar,XYPE,2003,Action
Star Fox,Vazio,Vazio,Mythicon,1983,Action,

Star Raiders,Carla Meninsky,Atari,1982,"Action, Strategy",

Star Ship,Bob Whitehead,Atari,1977,Action,One of the nine Atari 2600 launch games
,vazio
Star Strike,Vazio,Vazio,Mattel Electronics,1982,Action,conversion of Intellivision Star Strike

Star Trek: Strategic Operations Simulator,Vazio,Vazio,Sega,1983,Action,

Star Voyager,Vazio,Vazio,Imagic (Bob Smith),1982,Action,

Star Wars Return of the Jedi: Death Star Battle,Vazio,Vazio,Parker Brothers,1983,Action,

Star Wars: Jedi Arena,Vazio,Vazio,Parker Brothers,1983,Action,

Star Wars: The Arcade Game,Vazio,Vazio,James Wickstead Design Associates,1984,Action,

Star Wars: The Empire Strikes Back,Vazio,Vazio,Parker Brothers,1982,Action,

Stargate,"Bill Aspromonte (programmer), Andrew Fuchs (sound)",Atari,1984,Action,Licensed by Williams Electronic Games

Stargunner,Vazio,Vazio,Telesys,1982,Action,

Starmaster,Vazio,Vazio,Activision (Alan Miller),1982,Action,

Stay Frosty,Vazio,Vazio,SpiceWare (Darrell Spice Jr.),2007,Action,Also included on 2007 AtariAge Holiday Cart: Stella's Stocking

Stay Frosty 2,Vazio,Vazio,SpiceWare (Darrell Spice Jr.),2014,Action,

Steeplechase,Jim Huether,Atari,1980,"Action, Sports",One of the three games Atari produced exclusively for Sears.

Stell-A-Sketch/Okie Dokie,Vazio,Vazio,Bob Colbert,1997,Strategy,

Stellar Track,Robert Zdybel,Atari,1980,"Simulation, Strategy",One of the three games Atari produced exclusively for Sears.

Strat-O-Gems Deluxe,Vazio,Vazio,John Payson,2005,Strategy,

Strategy X,Vazio,Vazio,Konami,1983,Action,PAL version released by Gakken.

Strawberry Shortcake: Musical Match-ups,Vazio,Vazio,Parker Brothers,1983,Strategy,

Street Racer,Larry Kaplan,Atari,1977,Racing / Driving,One of the nine Atari 2600 launch games
,vazio
Stronghold,Vazio,Vazio,CommaVid,1983,Action,

Stunt Man,Vazio,Vazio,Panda,Action,Panda's NTSC release of Sancho's Nightmare
,vazio
Sub-Scan,Vazio,Vazio,Sega,1983,Strategy,Sega's release of its Deep Scan arcade game

Submarine Commander,Matthew Hubbard,Atari,1982,Simulation,One of the three games Atari produced exclusively for Sears.
,vazio
Subterranea,Vazio,Vazio,Imagic,1983,Action,

Suicide Mission (cassette),Vazio,Vazio,Starpath,1982,Action,

Summer Games,Vazio,Vazio,Epyx,1987,"Action, Sports"
Super Baseball,Atari,1988,"Action, Sports",
,vazio
Super Baumeister,Vazio,Vazio,Spectravision,Arcade,PAL release of Master Builder
,vazio
Super Breakout,Nick Turner,Atari,1981,Action,
,vazio
Super Challenge Baseball,Vazio,Vazio,APh Technological Consulting,1982,Sports,reissued by Telegames in 1988

Super Challenge Football,Vazio,Vazio,APh Technological Consulting,1982,Sports,reissued by Telegames in 1988

Super Cobra,Vazio,Vazio,Roklan Corporation,1983,Action,licensed by Konami

Super Cobra Arcade,Vazio,Vazio,Champ Games (John W. Champeau),2017,Action,Clone of arcade game Super Cobra

Super Football,Doug Neubauer,Atari,1988,Sports,
,vazio
Superman,John Dunn,Atari,1979,"Action, Adventure",

Surfer's Paradise: But Danger Below!,Vazio,Vazio,Video Gems,"Action, Sports",PAL-format

Surround,Alan Miller,Atari,1977,Action,One of the nine Atari 2600 launch games
,vazio
Survival Island (cassette),Vazio,Vazio,Starpath,1983,Adventure,

Survival Run,Vazio,Vazio,Renaissance Technology,1983,Action,

Sword of Saros (cassette),Vazio,Vazio,Starpath,1983,"Adventure, RPG"
Swordquest: Earthworld,Dan Hitchens,Atari,1982,"Action, Adventure",

Swordquest: Fireworld,Tod Frye,Atari,1983,Adventure,
,vazio
Swordquest: Waterworld,Tod Frye,Atari,1983,Adventure,Sold via mail-order through Atari Club.
,vazio
Synthcart,Vazio,Vazio,Paul Slocum,2002,Music,[31] Keyboard controllers are used to create sound loops

Tac-Scan,Vazio,Vazio,Sega,1983,Action,

Tank Brigade,Vazio,Vazio,Panda,Panda's NTSC release of Bit Corporation's Phantom Tank
,vazio,vazio
Tank City,Vazio,Vazio,Action Hi-Tech,vazio,vazio,vazio
Tanks But No Tanks,Vazio,Vazio,Zimag,Zimag's NTSC release of Bit Corporation's Phantom Tank
,vazio,vazio
Tapeworm,Vazio,Vazio,Spectravision,1982,Action,

Tapper,Vazio,Vazio,Beck-Tech,1984,Action,

Task Force,Vazio,Vazio,Froggo,Froggo's release of Spectravision's Gangster Alley
,vazio,vazio
Tax Avoiders,Vazio,Vazio,Dunhill Electronics,1982,Action,

Taz,Steve Woita,Atari,1983,Action,
,vazio
Tennis,Vazio,Vazio,Activision (Alan Miller),1981,Sports,

The Activision Decathlon,Vazio,Vazio,Activision (David Crane),1983,Sports,

The Music Machine,Vazio,Vazio,Christian Software Development, HomeComputer Software",1983,"Action
The Official Frogger (cassette),Vazio,Vazio,Starpath,Action,
,vazio
The Smurfs Save the Day[19],Vazio,Vazio,Coleco,Action,Kid Vid Voice Module required to function
,vazio
The Stacks,Vazio,Vazio,Mike Mika and Kevin Wilson,2011,Action,Pitfall!-like game based on a fictional homebrew mentioned in the novel Ready Player One and made downloadable at http://anoraksalmanac.com/gate1/stacks/ as part of a contest to win a DMC DeLorean

The Texas Chainsaw Massacre,Vazio,Vazio,VSS,1983,Action,

The Wicked Father,Vazio,Vazio,Juno (Jamie Hamshere),2011,Action,

The Year 1999,Vazio,Vazio,Rainbow Vision,Shooter,PAL exclusive
,vazio
Threshold,Vazio,Vazio,On-Line Systems,1983,Fixed shooter,

Thrust,Vazio,Vazio,Thomas Jentzsch,2000,Action,[31] Clone of computer game of same name. Re-released with enhancements in 2002 as Thrust+ DC Edition and in 2003 as Thrust+ Platinum

Thunderground,Vazio,Vazio,Sega,1983,Action,

Time Pilot,Vazio,Vazio,Coleco,1983,Action,licensed by Konami

Time Warp,Vazio,Vazio,Zellers,Zellers' NTSC release of Funvision's Time Warp
,vazio,vazio
Title Match Pro Wrestling,Vazio,Vazio,Imagineering,1987,Sports,

Tomarc the Barbarian,Vazio,Vazio,Xonox,1983,Action,

Tomcat: The F-14 Fighter Simulator AKA Dan Kitchen's Tomcat: The F-14 Fighter Simulator,Vazio,Vazio,Imagineering (Dan Kitchen),1988,"Action, Simulation"
Tooth Protectors,Vazio,Vazio,DSD,1983,Action,Was only available via mail order from Johnson & Johnson

Towering Inferno,Vazio,Vazio,Western Technologies,1982,Action,

Toyshop Trouble,Vazio,Vazio,"John Payson, Bob Montgomery, Thomas Jentzsch, Nathan Strum"
Track & Field,Seth Lipkin and Jacques Hugon,Atari,1983,Sports,Licensed by Konami.
,vazio
Treasure Below,Vazio,Vazio,Video Gems,Action,PAL-format[17]
,vazio
Trick Shot,Vazio,Vazio,Imagic,1983,Sports,

Tron: Deadly Discs,Vazio,Vazio,APh Technological Consulting,1982,Action,conversion of Intellivision Tron: Deadly Discs

Tunnel Runner,Vazio,Vazio,CBS Electronics,1983,Action,

Turbo,Vazio,Vazio,AtariAge,2010,Racing / Driving,Clone of arcade game of the same name.[citation needed]

Turmoil,Vazio,Vazio,Sirius Software,1982,Action,

Tutankham,Vazio,Vazio,Parker Brothers,1983,Action,licensed by Konami

Universal Chaos,Vazio,Vazio,Telegames,Action,
,vazio
Up'n Down,Vazio,Vazio,Sega,1984,"Action, Racing / Driving"
Vanguard,Dave Payne,Atari,1983,Action,Licensed by SNK
,vazio
Vault Assault,Vazio,Vazio,Brian Prescott,2001,Action,Included in the Activision Anthology[22]

Venture,Vazio,Vazio,Coleco,1982,Action,licensed by Exidy; reissued by Atari in 1988 (CX-26145)

Video Checkers,Carol Shaw,Atari,1980,Strategy,
,vazio
Video Chess,"Larry Wagner, Bob Whitehead",Atari,1979,Strategy,

Video Jogger,Vazio,Vazio,Exus Corporation,1983,Action,

Video Life,Vazio,Vazio,CommaVid,1981,Life Simulation,

Video Olympics,Joe Decuir,Atari,1977,Action,One of the nine Atari 2600 launch games
,vazio
Video Pinball,Bob Smith,Atari,1980,Pinball,
,vazio
Video Reflex,Vazio,Vazio,Exus Corporation,1983,Action,

Vong,Vazio,Vazio,Rick Skrbina,2008,Sports,[37]

Vulture Attack,Vazio,Vazio,K-Tel Vision,K-Tel Vision's release of Ultravision's Condor Attack game program
,vazio,vazio
Wabbit,Vazio,Vazio,Apollo,1982,Action,

Wall Ball,Vazio,Vazio,Avalon Hill,
,vazio,vazio
Wall Jump Ninja,Vazio,Vazio,Walaber,2015,Action,Supports the AtariVox

Wall-Defender,Vazio,Vazio,Bomb,1983,Action,

War Zone,Vazio,Vazio,Action Hi-Tech,vazio,vazio,vazio
Warlords,Carla Meninsky,Atari,1981,Action,
,vazio
Warplock,Vazio,Vazio,Data Age,1982,Action,

Warring Worms,Vazio,Vazio,Baroque Gaming (Billy Eno),2002,Action,[31] Expanded and re-released in 2005 as Warring Worms: The Worm (Re)Turns

Weltraumtunnel (Space Tunnel),Vazio,Vazio,BitCorp,1982,Action,"PAL-Release - Quelle-variant is a BitCorp-clone; also known e.g. as Ataque Laser
Westward Ho,Vazio,Vazio,PlayAround,1983,"Adult, Western"
Wing War,Vazio,Vazio,Imagic,1983,Action,PAL-only

Winter Games,Vazio,Vazio,Action Graphics,1987,"Action, Sports"
Wizard of Wor,Vazio,Vazio,Roklan Corporation,1982,Action,licensed by Bally Midway

Word Zapper,Vazio,Vazio,James Wickstead Design Associates,1982,Action,

Worm War I,Vazio,Vazio,Sirius Software,1982,Shooter,

X-Man,Vazio,Vazio,Universal Gamex,"Adult, Simulation",Adult-themed game unrelated to the X-Men.

Xenophobe,Atari,1990,Action,Licensed by Bally Midway
,vazio,vazio
Yars' Revenge,Howard Scott Warshaw,Atari,1982[7][8],Action,
,vazio
Z-Tack,Vazio,Vazio,Bomb,1983,Action,

Zaxxon,Vazio,Vazio,Coleco,1982,Action,licensed by Sega

Zippy the Porcupine,Vazio,Vazio,Chris Spry,2015,Action,Game based on Sonic the Hedgehog

Zoo Fun,Vazio,Vazio,Suntek,PAL-only
,vazio,vazio
Zoo Keeper,Vazio,Vazio,Champ Games (John W. Champeau),2021,Action,Clone of arcade game of the same name.[38]
